Ativo,Valor_1,Valor_2,Valor_3,Valor_4,Valor_5,Valor_6,Valor_7,Valor_8,Valor_9,Valor_10,Valor_11,Valor_12,Valor_13,Valor_14,Valor_15,Valor_16,Valor_17,Valor_18,Valor_19,Valor_20,Valor_21,Valor_22,Valor_23
CAMB3,17.59,80,5.64,1.42,359.91,5.9,4.9604118146068,9.99,5.8579550833333,-41.361810977645,16.708478386735,67.252035903253,25.25,"422,33 Milhões","74,89 Milhões","425,67 Milhões",22.16,27.73,"48,17 Milhões",0.01,3.8034970555387,9.77,Consumo Cíclico
MILS3,17.44,50,8.75,1.68,163.93,13.66,-14.424096124723,10.65,4.7953916568,-54.972848292958,13.202556570604,23.967667329615,19.17,"2,49 Bilhões","285,44 Milhões","1,63 Bilhão",26.41,"715,91 Milhões",1.28,2.949285270175,5.6,Bens Industriais,
CSMG3,17.26,80,6.74,1.13,164.68,23.49,26.918544600352,24.71,33.909860730333,37.231326306487,42.447455754144,71.782500016771,16.8,"9,40 Bilhões","1,39 Bilhão","8,08 Bilhões",8.61,11.29,"704,58 Milhões",0.72,10.865745530843,6.98,Utilidade Pública
CMIG3,17.25,90,6.17,1.55,394.96,8.64,30.821878839394,15.1,23.266219789867,54.080925760709,23.183372274111,53.532266715967,25.09,"14,44 Bilhões","7,01 Bilhões","40,61 Bilhões",9.99,19.58,"4,70 Bilhões",0.55,7.3476656005151,12.44,Utilidade Pública
CMIG4,17.25,90,4.38,1.1,288.47,10.1,19.844902385515,10.72,23.870028023867,122.66817186443,23.183372274111,116.26280106447,25.09,"14,44 Bilhões","7,01 Bilhões","40,61 Bilhões",9.99,19.58,"4,70 Bilhões",0.55,10.203535426301,17.52,Utilidade Pública
CURY3,16.77,80,12.09,7.7,9.36,66.735184564135,29.9,20.890763276167,-30.131226501114,14.70329044806,-50.825115558328,63.68,"8,73 Bilhões","778,41 Milhões","4,31 Bilhões",30.33,422.44,"1,54 Bilhão",1.13,7.0738175551117,4.93,Consumo Cíclico,
FIQE3,16.65,50,8.21,1.17,9.12,13.733595378851,3.95,2.64187865,-33.116996202532,6.0329097457197,52.731892296701,14.27,"1,43 Bilhão","174,10 Milhões","1,05 Bilhão","419,34 Milhões",0.68,4.0366965036823,6.45,Telecomunicações,,,
MDNE3,16.43,50,6.01,1.04,194.38,31.38,67.533911067516,19.76,20.735,4.9342105263158,37.483256261963,89.692592418841,17.33,"1,68 Bilhão","279,28 Milhões","1,70 Bilhão",27.07,"402,89 Milhões",0.33,3.28,3.28,Consumo Cíclico,
RECV3,16.42,60,7.43,0.92,0.07,-23.887334250944,14.05,22.582012593375,60.726068280249,25.432366189562,81.013282487986,12.43,"4,12 Bilhões","554,99 Milhões","3,38 Bilhões",33.95,"1,02 Bilhão",0.42,7.9599163886742,25.57,"Petróleo, Gás e Biocombustíveis",,
EALT3,16.13,80,3.56,1,91.39,11.1,52.489066286068,15,6.88024451,-54.131703266667,37.669357573497,151.12905048998,28.11,"336,86 Milhões","94,75 Milhões","587,51 Milhões",18.47,30.29,"10,18 Milhões",0.32,3.0303091304557,3.81,Bens Industriais
EALT4,16.13,80,3.55,1,478.16,9.33,37.826834080745,14.95,7.4133702466667,-50.412239152731,37.669357573497,151.96894697991,28.11,"336,86 Milhões","94,75 Milhões","587,51 Milhões",18.47,30.29,"10,18 Milhões",0.32,3.9730038553484,4.12,Bens Industriais
VAMO3,16,80,7.31,2.02,-6.61,19.250863375136,4.66,4.4259908791667,-5.0216549535043,5.7549978279753,23.497807467281,27.69,"5,04 Bilhões","305,79 Milhões","4,31 Bilhões",23.26,11.28,"4,48 Bilhões",6.58,3.6854810509556,5.91,Bens Industriais,
CSUD3,15.78,80,8.25,1.52,139.12,12.54,-0.24004730031485,18.04,14.733917426667,-18.326400073908,24.143803552879,33.834831224385,18.48,"754,07 Milhões","91,38 Milhões","579,11 Milhões",4.86,14.33,"78,13 Milhões",0.13,5.0176682156733,6.19,Bens Industriais
ABEV3,15.74,70,15.65,2.39,44.58,2.36,25.254274653592,14.33,11.699,-18.360083740405,11.144505372604,-22.229550784341,15.27,"225,86 Bilhões","14,85 Bilhões","91,67 Bilhões",9.45,4.82,"20,31 Bilhões",0.03,4.6620152413035,6.42,Consumo não Cíclico
